,cik_str,ticker,Company
4968,1279014,ERH,Allspring Utilities & High Income Fund
4969,1481028,HYSR,"Sunhydrogen, Inc."
4970,1500305,SPGX,Sustainable Projects Group Inc.
4971,1831270,BITE,Bite Acquisition Corp.
4972,95953,ACNT,Ascent Industries Co.
4973,1844452,LUNR,"Intuitive Machines, Inc."
4974,846596,KSM,Dws Strategic Municipal Income Trust
4975,1838831,DISA,Disruptive Acquisition Corp I
4976,1843370,BLEU,Bleuacacia Ltd
4977,1201792,APEI,American Public Education Inc
4978,948368,PSBQ,Psb Holdings Inc /Wi/
4979,1010470,PROV,Provident Financial Holdings Inc
4980,1396033,LL,"Ll Flooring Holdings, Inc."
4981,1179821,BGI,Birks Group Inc.
4982,1133311,TZOO,Travelzoo
4983,1680367,STTK,"Shattuck Labs, Inc."
4984,1447051,TBNK,Territorial Bancorp Inc.
4985,1797768,KNTE,Kinnate Biopharma Inc.
4986,1482554,HFUS,Hartford Great Health Corp.
4987,1045742,LIVE,Live Ventures Inc
4988,1645666,KZR,"Kezar Life Sciences, Inc."
4989,16859,SRL,Scully Royalty Ltd.
4990,1888734,GLLI,Globalink Investment Inc.
4991,740971,OPOF,Old Point Financial Corp
4992,1869601,EMCG,Embrace Change Acquisition Corp.
4993,948708,SMSI,"Smith Micro Software, Inc."
4994,1855168,WRAC,Williams Rowland Acquisition Corp.
4995,1881741,AOGO,Arogo Capital Acquisition Corp.
4996,750558,QNBC,Qnb Corp
4997,95552,SUP,Superior Industries International Inc
4998,1462418,ASPS,Altisource Portfolio Solutions S.A.
4999,1401708,NSTG,Nanostring Technologies Inc
5000,1844817,AACI,Armada Acquisition Corp. I
5001,1839133,IRME,"Ir-Med, Inc."
5002,921183,HMNF,Hmn Financial Inc
5003,1831874,IRAA,Iris Acquisition Corp
5004,1788028,JSPR,"Jasper Therapeutics, Inc."
5005,1780201,LVLU,"Lulu'S Fashion Lounge Holdings, Inc."
5006,1837821,ZJYL,Jin Medical International Ltd.
5007,720154,NOTV,"Inotiv, Inc."
5008,1784535,PRCH,"Porch Group, Inc."
5009,1388126,HNW,"Pioneer Diversified High Income Fund, Inc."
5010,1838821,ARYD,Arya Sciences Acquisition Corp Iv
5011,1844149,PCCT,Perception Capital Corp. Ii
5012,1438893,GNT,"Gamco Natural Resources, Gold & Income Trust"
5013,1637736,SOLO,Electrameccanica Vehicles Corp.
5014,1815974,ANEB,"Anebulo Pharmaceuticals, Inc."
5015,716006,YELLQ,Yellow Corp
5016,1849380,DKDCA,Data Knights Acquisition Corp.
5017,832370,EAXR,"Ealixir, Inc."
5018,1775898,UCL,Ucloudlink Group Inc.
5019,1528811,VGI,Virtus Global Multi-Sector Income Fund
5020,1672886,ZHYBF,Zhong Yuan Bio-Technology Holdings Ltd
5021,1879851,TMTC,Tmt Acquisition Corp.
5022,65596,SIEB,Siebert Financial Corp
5023,1860514,USCT,Roth Ch Acquisition Co.
5024,806172,SOTK,Sono Tek Corp
5025,1502557,KPEA,Kun Peng International Ltd.
5026,1228627,OCUP,"Ocuphire Pharma, Inc."
5027,1641229,FFMGF,First Mining Gold Corp.
5028,1120370,BWEN,"Broadwind, Inc."
5029,1001902,IVAC,Intevac Inc
5030,1408201,TPZ,Tortoise Power & Energy Infrastructure Fund Inc
5031,1560241,GTHX,"G1 Therapeutics, Inc."
5032,1845123,IVCP,Swiftmerge Acquisition Corp.
5033,1286973,USAS,Americas Gold & Silver Corp
5034,1282957,GLU,Gabelli Global Utility & Income Trust
5035,1520048,PVL,Permianville Royalty Trust
5036,751365,VIRC,Virco Mfg Corporation
5037,1376227,UNG,"United States Natural Gas Fund, Lp"
5038,1872529,MDXH,Mdxhealth Sa
5039,1563665,HRGN,"Harvard Apparatus Regenerative Technology, Inc."
5040,1333835,CASA,Casa Systems Inc
5041,876378,ASXC,"Asensus Surgical, Inc."
5042,1230058,KANP,Kaanapali Land Llc
5043,1844981,APAC,Stonebridge Acquisition Corp.
5044,1626971,CRVS,"Corvus Pharmaceuticals, Inc."
5045,1456189,LEAT,Leatt Corp
5046,1865120,BRAC,Broad Capital Acquisition Corp
5047,1556263,SYRS,"Syros Pharmaceuticals, Inc."
5048,202947,CPTP,Capital Properties Inc /Ri/
5049,885732,NXC,Nuveen California Select Tax Free Income Portfolio
5050,1533998,DRIO,Dariohealth Corp.
5051,1043186,SLNG,"Stabilis Solutions, Inc."
5052,1890671,DUET,Duet Acquisition Corp.
5053,1365767,ALLT,Allot Ltd.
5054,1858007,GDST,Goldenstone Acquisition Ltd.
5055,1842556,HNRA,Hnr Acquisition Corp.
5056,1398972,ERDCF,Erdene Resource Development Corp
5057,1822791,CLNN,Clene Inc.
5058,1820175,OCAX,Oca Acquisition Corp.
5059,1782594,GTH,Genetron Holdings Ltd
5060,1874218,RCAC,Revelstone Capital Acquisition Corp.
5061,1855693,FICV,Frontier Investment Corp
5062,868278,PRPH,"Prophase Labs, Inc."
5063,1593984,MDWD,Mediwound Ltd.
5064,1861233,ILLMF,Illumin Holdings Inc.
5065,716634,RDI,Reading International Inc
5066,1609065,PBHC,"Pathfinder Bancorp, Inc."
5067,1566243,ARAT,Arax Holdings Corp
5068,1722438,DOMA,"Doma Holdings, Inc."
5069,1601485,ELTX,"Elicio Therapeutics, Inc."
5070,1539850,STCB,"Starco Brands, Inc."
5071,1746278,GOLQ,"Gologiq, Inc."
5072,1774170,PWFL,"Powerfleet, Inc."
5073,1490349,PFX,Phenixfin Corp
5074,798528,OMEX,Odyssey Marine Exploration Inc
5075,1082038,DRRX,Durect Corp
5076,1956055,BUJA,Bukit Jalil Global Acquisition 1 Ltd.
5077,1787400,NKTX,"Nkarta, Inc."
5078,1845799,CULL,"Cullman Bancorp, Inc. /Md/"
5079,1057083,PCTI,Pc Tel Inc
5080,1707919,CENN,Cenntro Electric Group Ltd
5081,808439,TATT,Tat Technologies Ltd
5082,1631487,CLGN,Collplant Biotechnologies Ltd
5083,1851230,CREEF,Crescera Capital Acquisition Corp.
5084,1848861,HAIA,Healthcare Ai Acquisition Corp.
5085,1922331,GLST,Global Star Acquisition Inc.
5086,1880151,LIBY,Liberty Resources Acquisition Corp.
5087,771856,CSBR,"Champions Oncology, Inc."
5088,1936702,CETU,Cetus Capital Acquisition Corp.
5089,1360565,WFCF,"Where Food Comes From, Inc."
5090,1876716,ASCB,Aspac Ii Acquisition Corp.
5091,1318025,PGP,Pimco Global Stocksplus & Income Fund
5092,1724009,PRT,Permrock Royalty Trust
5093,1170311,PNI,Pimco New York Municipal Income Fund Ii
5094,1883962,ALOR,Alsp Orchid Acquisition Corp I
5095,1945422,OAKU,Oak Woods Acquisition Corp
5096,1138978,NVOS,"Novo Integrated Sciences, Inc."
5097,1907730,YOTA,Yotta Acquisition Corp
5098,1620463,ATHA,"Athira Pharma, Inc."
5099,900391,NTZ,Natuzzi S P A
5100,1881551,NUBI,Nubia Brand International Corp.
5101,879535,DTF,Dtf Tax-Free Income 2028 Term Fund Inc
5102,1729173,UXIN,Uxin Ltd
5103,1329606,CETY,"Clean Energy Technologies, Inc."
5104,1819395,SOND,Sonder Holdings Inc.
5105,1833141,CYBN,Cybin Inc.
5106,818677,SFDL,Security Federal Corp
5107,1053369,ELTP,Elite Pharmaceuticals Inc /Nv/
5108,1501103,EDF,Virtus Stone Harbor Emerging Markets Income Fund
5109,1847607,RFAC,Rf Acquisition Corp.
5110,1838000,SWSS,Clean Energy Special Situations Corp.
5111,876717,FCO,"Abrdn Global Income Fund, Inc."
5112,1354866,BYRN,Byrna Technologies Inc.
5113,1608390,AFMD,Affimed N.V.
5114,1803914,PLBY,"Plby Group, Inc."
5115,1675033,GECC,Great Elm Capital Corp.
5116,1852016,AEAE,Altenergy Acquisition Corp
5117,866095,JEQ,"Abrdn Japan Equity Fund, Inc."
5118,1473086,OXBC,Oxford Bank Corp
5119,1863181,HPLT,Home Plate Acquisition Corp
5120,1633070,AXLA,Axcella Health Inc.
5121,1543418,TMQ,Trilogy Metals Inc.
5122,1310488,BFNH,"Bioforce Nanosciences Holdings, Inc."
5123,1841408,DAVE,Dave Inc./De
5124,1839990,ARTE,Artemis Strategic Investment Corp
5125,96536,TAYD,Taylor Devices Inc
5126,1575434,VERY,"Vericity, Inc."
5127,1137091,PSIX,"Power Solutions International, Inc."
5128,93676,SCX,Starrett L S Co
5129,845611,GCV,Gabelli Convertible & Income Securities Fund Inc
5130,1886799,BGXX,Bright Green Corp
5131,843006,ISDR,Issuer Direct Corp
5132,1866838,IGTA,Inception Growth Acquisition Ltd
5133,1648636,TRLEF,Trillion Energy International Inc.
5134,1894951,GBBK,Global Blockchain Acquisition Corp.
5135,1751783,RBKB,"Rhinebeck Bancorp, Inc."
5136,1437479,ENBP,Enb Financial Corp
5137,1865697,GGAAF,Genesis Growth Tech Acquisition Corp.
5138,1771910,ADCT,Adc Therapeutics Sa
5139,1213037,CRDF,"Cardiff Oncology, Inc."
5140,1842356,PET,Wag! Group Co.
5141,1829280,FORA,Forian Inc.
5142,1823857,VHAQ,Viveon Health Acquisition Corp.
5143,1955104,ZAPP,Zapp Electric Vehicles Group Ltd
5144,835662,AIXN,"Aixin Life International, Inc."
5145,1869824,SGII,Seaport Global Acquisition Ii Corp.
5146,1490596,GVXXF,Goviex Uranium Inc.
5147,1058623,CMLS,Cumulus Media Inc
5148,1162896,CRKR,Prairie Operating Co.
5149,1900679,TETE,Technology & Telecommunication Acquisition Corp
5150,750574,AUBN,"Auburn National Bancorporation, Inc"
5151,1857030,INCR,Intercure Ltd.
5152,1852407,FEXD,Fintech Ecosystem Development Corp.
5153,1741830,KRON,"Kronos Bio, Inc."
5154,1848821,GTAC,Global Technology Acquisition Corp. I
5155,1527762,MFH,Mercurity Fintech Holding Inc.
5156,1433607,NSPR,"Inspiremd, Inc."
5157,1098009,AAGH,America Great Health
5158,1600983,KSCP,"Knightscope, Inc."
5159,1804583,RAASY,Cloopen Group Holding Ltd
5160,1723069,TLSA,Tiziana Life Sciences Ltd
5161,1732406,LTCN,Grayscale Litecoin Trust (Ltc)
5162,1841873,KVSA,Khosla Ventures Acquisition Co.
5163,1850266,AKLI,"Akili, Inc."
5164,316888,ASM,Avino Silver & Gold Mines Ltd
5165,1849294,FRLA,Fortune Rise Acquisition Corp
5166,1753217,JHAA,Nuveen Corporate Income 2023 Target Term Fund
5167,1723935,STG,Sunlands Technology Group
5168,855787,TRLM,"Truleum, Inc."
5169,1852973,OXUS,Oxus Acquisition Corp.
5170,1875257,LIVB,Liv Capital Acquisition Corp. Ii
5171,1301236,SOHO,Sotherly Hotels Inc.
5172,1844419,MAQC,Maquia Capital Acquisition Corp
5173,1768446,ELYM,"Eliem Therapeutics, Inc."
5174,1817565,FXCO,Financial Strategies Acquisition Corp.
5175,1627469,PTZH,"Photozou Holdings, Inc."
5176,1720580,ACET,"Adicet Bio, Inc."
5177,1828673,HCWB,Hcw Biologics Inc.
5178,1878074,BWAQ,Blue World Acquisition Corp
5179,872912,DCTH,"Delcath Systems, Inc."
5180,1621443,ZYNE,"Zynerba Pharmaceuticals, Inc."
5181,1001171,BYFC,Broadway Financial Corp De
5182,1586454,PMHG,Prime Meridian Holding Co
5183,1936255,FORL,Four Leaf Acquisition Corp
5184,855683,MLSS,Milestone Scientific Inc.
5185,1847513,TRON,Corner Growth Acquisition Corp. 2
5186,740806,FMBM,F&M Bank Corp
5187,1527753,PSNL,"Personalis, Inc."
5188,13156,GLXZ,"Galaxy Gaming, Inc."
5189,1386301,RSSS,"Research Solutions, Inc."
5190,811211,UNIB,University Bancorp Inc /De/
5191,1819516,UP,Wheels Up Experience Inc.
5192,1584754,AKTS,"Akoustis Technologies, Inc."
5193,1702924,WRAP,"Wrap Technologies, Inc."
5194,58361,LEE,"Lee Enterprises, Inc"
5195,723603,CULP,Culp Inc
5196,1720446,ZEPP,Zepp Health Corp
5197,1101680,DZSI,Dzs Inc.
5198,1558740,WNLV,Winvest Group Ltd
5199,1567264,INTS,"Intensity Therapeutics, Inc."
5200,1866547,GMFI,Aetherium Acquisition Corp
5201,914122,PPIH,"Perma-Pipe International Holdings, Inc."
5202,1922858,EFHT,Ef Hutton Acquisition Corp I
5203,1117171,CBAT,"Cbak Energy Technology, Inc."
5204,1828185,VACC,Vaccitech Plc
5205,1489874,GGROU,Golden Growers Cooperative
5206,1337068,MGYR,"Magyar Bancorp, Inc."
5207,69422,INTG,Intergroup Corp
5208,1534154,AUID,Authid Inc.
5209,1681087,AVRO,"Avrobio, Inc."
5210,1679033,JPT,Nuveen Preferred & Income Fund
5211,1334325,CODA,"Coda Octopus Group, Inc."
5212,1799011,LUCD,Lucid Diagnostics Inc.
5213,1410738,VPLM,Voip-Pal.Com Inc
5214,1085243,VTSI,"Virtra, Inc"
5215,1017303,TACT,Transact Technologies Inc
5216,1332551,ACR,Acres Commercial Realty Corp.
5217,1851182,FHLT,Future Health Esg Corp.
5218,1759546,RIDEQ,Lordstown Motors Corp.
5219,1701108,SPRO,"Spero Therapeutics, Inc."
5220,1805651,MKTW,"Marketwise, Inc."
5221,1040161,PXLW,"Pixelworks, Inc"
5222,1682639,EYEN,"Eyenovia, Inc."
5223,1134115,THM,International Tower Hill Mines Ltd
5224,847411,CXH,Mfs Investment Grade Municipal Trust
5225,1622879,SHWZ,"Medicine Man Technologies, Inc."
5226,1290476,VBFC,Village Bank & Trust Financial Corp.
5227,865400,GSVRF,Guanajuato Silver Co Ltd
5228,1661998,FIXX,"Homology Medicines, Inc."
5229,1896212,MURF,Murphy Canyon Acquisition Corp.
5230,1904286,MIRA,"Mira Pharmaceuticals, Inc."
5231,1840233,XLO,"Xilio Therapeutics, Inc."
5232,1498233,CPTN,"Cepton, Inc."
5233,1870404,PBAX,Phoenix Biotech Acquisition Corp.
5234,894556,GEVI,"General Enterprise Ventures, Inc."
5235,1074692,CEV,Eaton Vance California Municipal Income Trust
5236,1288795,GLV,Clough Global Dividend & Income Fund
5237,316253,ENZ,Enzo Biochem Inc
5238,1847806,GNS,Genius Group Ltd
5239,1651944,DMTK,"Dermtech, Inc."
5240,1392694,SURG,"Surgepays, Inc."
5241,846671,VLT,Invesco High Income Trust Ii
5242,1684693,SLGL,Sol-Gel Technologies Ltd.
5243,1866030,AZ,A2Z Smart Technologies Corp
5244,1385632,IAE,Voya Asia Pacific High Dividend Equity Income Fund
5245,1859807,NVAC,Northview Acquisition Corp
5246,40570,JOB,Gee Group Inc.
5247,1280776,IMUX,"Immunic, Inc."
5248,1865107,AKA,A.K.A. Brands Holding Corp.
5249,1874252,MYNZ,Mainz Biomed N.V.
5250,1707502,SLDB,Solid Biosciences Inc.
5251,1083743,FLUX,"Flux Power Holdings, Inc."
5252,1430300,GWSO,"Global Warming Solutions, Inc."
5253,1915380,DMYY,"Dmy Squared Technology Group, Inc."
5254,1077640,WMLLF,Wealth Minerals Ltd.
5255,1030192,IDR,"Idaho Strategic Resources, Inc."
5256,1914818,STBX,Starbox Group Holdings Ltd.
5257,1657642,SLBK,"Skyline Bankshares, Inc."
5258,1224133,MCHX,Marchex Inc
5259,1866816,OLIT,Omnilit Acquisition Corp.
5260,731653,UBCP,United Bancorp Inc /Oh/
5261,1126741,GSIT,Gsi Technology Inc
5262,1770088,WIMI,Wimi Hologram Cloud Inc.
5263,1850398,TCBC,"Tc Bancshares, Inc."
5264,773717,ACRG,"American Clean Resources Group, Inc."
5265,1835416,MACA,Moringa Acquisition Corp
5266,1819493,XOS,"Xos, Inc."
5267,926617,AWH,Aspira Women'S Health Inc.
5268,1807765,PMVC,Pmv Consumer Acquisition Corp.
5269,1465885,WMC,Western Asset Mortgage Capital Corp
5270,1872302,NA,Nano Labs Ltd
5271,895464,YBGJ,Yubo International Biotech Ltd
5272,714712,JUVF,Juniata Valley Financial Corp
5273,1866226,WTMA,Welsbach Technology Metals Acquisition Corp.
5274,1831096,GEG,"Great Elm Group, Inc."
5275,1505065,BWAY,Brainsway Ltd.
5276,1328792,TPCS,Techprecision Corp
5277,1914023,ACAC,Acri Capital Acquisition Corp
5278,1865701,KYCH,Keyarch Acquisition Corp
5279,1854233,EGLX,Enthusiast Gaming Holdings Inc. / Canada
5280,1557523,PGZ,Principal Real Estate Income Fund
5281,1722387,ITRG,Integra Resources Corp.
5282,1843162,SSIC,Silver Spike Investment Corp.
5283,1870129,ROSE,Rose Hill Acquisition Corp
5284,1850262,INTE,Integral Acquisition Corp 1
5285,1496690,BCRD,"Blueone Card, Inc."
5286,1849902,SEPA,Sep Acquisition Corp.
5287,1276469,MFD,Macquarie/First Trust Global Infrastr/Util Div & Inc Fund
5288,1606268,VIA,"Via Renewables, Inc."
5289,1357971,ESOA,Energy Services Of America Corp
5290,889971,LPTH,Lightpath Technologies Inc
5291,1849058,CLOE,Clover Leaf Capital Corp.
5292,709283,QMCO,Quantum Corp /De/
5293,1041024,RMTI,"Rockwell Medical, Inc."
5294,793306,BDCO,Blue Dolphin Energy Co
5295,1746119,MUGH,Mu Global Holding Ltd
5296,1789769,TIL,"Instil Bio, Inc."
5297,1597835,CMCM,Cheetah Mobile Inc.
5298,1742770,VIOT,"Viomi Technology Co., Ltd"
5299,1915403,SATX,Satixfy Communications Ltd.
5300,1341318,LSBK,"Lake Shore Bancorp, Inc."
5301,71557,NUVR,"Nuvera Communications, Inc."
5302,1867287,LBBB,Lakeshore Acquisition Ii Corp.
5303,1507957,IPWR,Ideal Power Inc.
5304,1760542,HOOK,Hookipa Pharma Inc.
5305,6176,AP,Ampco Pittsburgh Corp
5306,353184,AIRT,Air T Inc
5307,1698508,IHTA,Invesco High Income 2024 Target Term Fund
5308,1784058,PNYG,Pony Group Inc.
5309,1817868,JAQC,Jupiter Acquisition Corp
5310,1636282,AGLE,"Aeglea Biotherapeutics, Inc."
5311,1855457,KORE,"Kore Group Holdings, Inc."
5312,1588972,SCTL,"Societal Cdmo, Inc."
5313,1702123,CRDL,Cardiol Therapeutics Inc.
5314,1158172,SCOR,"Comscore, Inc."
5315,1649989,OTLK,"Outlook Therapeutics, Inc."
5316,1885998,ROCL,Roth Ch Acquisition V Co.
5317,1140410,PNF,Pimco New York Municipal Income Fund
5318,1818838,ADAG,Adagene Inc.
5319,1075736,CXDO,"Crexendo, Inc."
5320,1718405,HYMC,Hycroft Mining Holding Corp
5321,1158420,GGE,Green Giant Inc.
5322,1841586,ITAQ,"Industrial Tech Acquisitions Ii, Inc."
5323,39020,FEIM,Frequency Electronics Inc
5324,1836176,FATH,Fathom Digital Manufacturing Corp
5325,912764,KSBI,Ks Bancorp Inc
5326,828146,LINK,Interlink Electronics Inc
5327,912061,NHTC,Natural Health Trends Corp
5328,1108205,CRIS,Curis Inc
5329,1468327,RENT,"Rent The Runway, Inc."
5330,942895,REDW,Redwood Financial Inc /Mn/
5331,1096938,UEEC,"United Health Products, Inc."
5332,1043000,SNDA,"Sonida Senior Living, Inc."
5333,1099668,FOTB,"First Ottawa Bancshares, Inc"
5334,1607997,NMS,Nuveen Minnesota Quality Municipal Income Fund
5335,1799332,GAN,Gan Ltd
5336,1835615,MHUA,"Meihua International Medical Technologies Co., Ltd."
5337,1126115,LZGI,"Lzg International, Inc."
5338,1362190,AEYE,Audioeye Inc
5339,1865861,CCTS,Cactus Acquisition Corp. 1 Ltd
5340,1849867,CLST,"Catalyst Bancorp, Inc."
5341,1449792,PPSI,"Pioneer Power Solutions, Inc."
5342,1302624,FAM,First Trust/Abrdn Global Opportunity Income Fund
5343,1578348,ICMB,"Investcorp Credit Management Bdc, Inc."
5344,1526329,TTP,"Tortoise Pipeline & Energy Fund, Inc."
5345,1837344,MBTC,Nocturne Acquisition Corp
5346,914712,STCN,"Steel Connect, Inc."
5347,1210708,HSON,"Hudson Global, Inc."
5348,1448815,RFLFY,Raffles Education Corp Ltd
5349,788920,PDEX,Pro Dex Inc
5350,1870778,OHAA,Opy Acquisition Corp. I
5351,770460,PFBX,Peoples Financial Corp /Ms/
5352,1832161,KEYR,Keystar Corp.
5353,779544,ARKR,Ark Restaurants Corp
5354,1903382,BHM,"Bluerock Homes Trust, Inc."
5355,1868775,ASCA,Aspac I Acquisition Corp.
5356,1752828,CELU,Celularity Inc
5357,1841675,ARBK,Argo Blockchain Plc
5358,1644771,RSF,"Rivernorth Capital & Income Fund, Inc."
5359,1930313,PTWO,"Pono Capital Two, Inc."
5360,1845942,BNIX,Bannix Acquisition Corp.
5361,725363,CVM,Cel Sci Corp
5362,1886268,SHUA,Shuaa Partners Acquisition Corp I
5363,1519469,ANLDF,Anfield Energy Inc.
5364,1822886,HHGC,Hhg Capital Corp
5365,1695295,HYFM,"Hydrofarm Holdings Group, Inc."
5366,1884164,KWIK,"Kwikclick, Inc."
5367,12040,BDL,Flanigans Enterprises Inc
5368,1571329,LRFC,Logan Ridge Finance Corp.
5369,1178840,NBW,Neuberger Berman California Municipal Fund Inc.
5370,1075706,CIZN,Citizens Holding Co /Ms/
5371,1696025,KCRD,"Kindcard, Inc."
5372,1111741,DYNR,Dynaresource Inc
5373,1957401,ZYRX,Global Earnings Capital Ltd.
5374,1393044,MTMV,Motomova Inc
5375,1703157,SCTH,"Securetech Innovations, Inc."
5376,84112,RSKIA,"George Risk Industries, Inc."
5377,1514490,RGT,"Royce Global Value Trust, Inc."
5378,783324,VGZ,Vista Gold Corp
5379,1031235,SELF,"Global Self Storage, Inc."
5380,15847,BUKS,Butler National Corp
5381,860489,CEE,"Central & Eastern Europe Fund, Inc."
5382,1778982,HUIZ,Huize Holding Ltd
5383,1828972,BZFD,"Buzzfeed, Inc."
5384,1960262,LUDG,"Ludwig Enterprises, Inc."
5385,1353538,APGT,"Appgate, Inc."
5386,1472072,CCM,Concord Medical Services Holdings Ltd
5387,1411685,VTGN,"Vistagen Therapeutics, Inc."
5388,1713863,RFL,"Rafael Holdings, Inc."
5389,1137883,BCLI,Brainstorm Cell Therapeutics Inc.
5390,1547158,NDP,"Tortoise Energy Independence Fund, Inc."
5391,1817232,DUNE,Dune Acquisition Corp
5392,1734750,MOVE,Movano Inc.
5393,791718,EEA,"European Equity Fund, Inc / Md"
5394,1117057,PLAG,Planet Green Holdings Corp.
5395,1874875,HOUR,"Hour Loop, Inc"
5396,875729,BNET,Bion Environmental Technologies Inc
5397,1084554,LTBR,Lightbridge Corp
5398,1882078,ARIZ,Arisz Acquisition Corp.
5399,1070050,APCX,Apptech Payments Corp.
5400,1598646,NERV,"Minerva Neurosciences, Inc."
5401,1379329,IBTN,Inscorp Inc
5402,1863990,SMAP,Sportsmap Tech Acquisition Corp.
5403,1065078,NTIP,"Network-1 Technologies, Inc."
5404,1514597,FURY,Fury Gold Mines Ltd
5405,1006830,CBKM,Consumers Bancorp Inc /Oh/
5406,1534969,SERA,"Sera Prognostics, Inc."
5407,1022652,INSG,Inseego Corp.
5408,1750155,CWBHF,"Charlotte'S Web Holdings, Inc."
5409,838131,JMM,Nuveen Multi-Market Income Fund
5410,1873324,PEPL,Pepperlime Health Acquisition Corp
5411,1957489,ABLV,Able View Global Inc.
5412,1785424,KPLT,"Katapult Holdings, Inc."
5413,748268,RCAT,"Red Cat Holdings, Inc."
5414,1860484,RACY,Relativity Acquisition Corp
5415,1355848,TOON,"Kartoon Studios, Inc."
5416,1080340,LOAN,"Manhattan Bridge Capital, Inc"
5417,1163389,NWPP,New Peoples Bankshares Inc
5418,1514443,AGSS,"Ameriguard Security Services, Inc."
5419,1791725,HUDI,"Huadi International Group Co., Ltd."
5420,1634117,BNED,"Barnes & Noble Education, Inc."
5421,1929231,PLTN,Plutonian Acquisition Corp.
5422,799165,DWSN,Dawson Geophysical Co
5423,1213809,DYAI,Dyadic International Inc
5424,1539029,CLSD,"Clearside Biomedical, Inc."
5425,1515156,ADES,"Advanced Emissions Solutions, Inc."
5426,1551040,EDI,Virtus Stone Harbor Emerging Markets Total Income Fund
5427,1031623,GIFI,Gulf Island Fabrication Inc
5428,1523289,DMA,Destra Multi-Alternative Fund
5429,1509261,RZLT,"Rezolute, Inc."
5430,1512717,THTX,Theratechnologies Inc.
5431,1401914,DARE,"Dare Bioscience, Inc."
5432,1814329,ASTR,"Astra Space, Inc."
5433,1719395,EAR,"Eargo, Inc."
5434,1089872,GAIA,"Gaia, Inc"
5435,55529,KEQU,Kewaunee Scientific Corp /De/
5436,1584371,ICCM,Icecure Medical Ltd.
5437,943535,WHEN,"World Health Energy Holdings, Inc."
5438,749660,ICAD,Icad Inc
5439,1145255,HNNA,Hennessy Advisors Inc
5440,1836295,RTGN,Retinalgenix Technologies Inc.
5441,1008586,STRM,Streamline Health Solutions Inc.
5442,1879373,ENCP,Energem Corp
5443,1061027,VIRX,"Viracta Therapeutics, Inc."
5444,1649739,BAFN,Bayfirst Financial Corp.
5445,1548536,SZSMF,Santacruz Silver Mining Ltd.
5446,884269,APT,Alpha Pro Tech Ltd
5447,880242,BLGO,"Biolargo, Inc."
5448,862651,INVU,"Investview, Inc."
5449,815577,MPIR,Empire Diversified Energy Inc
5450,1661053,NVNO,Envveno Medical Corp
5451,949961,IOR,Income Opportunity Realty Investors Inc /Tx/
5452,1429260,FBIO,"Fortress Biotech, Inc."
5453,1780731,EPOW,"Sunrise New Energy Co., Ltd."
5454,1771885,HUGE,Fsd Pharma Inc.
5455,1850902,TKNO,"Alpha Teknova, Inc."
5456,1779372,BEAT,"Heartbeam, Inc."
5457,766792,CVV,Cvd Equipment Corp
5458,1902314,MPTI,"M-Tron Industries, Inc."
5459,839087,VASO,Vaso Corp
5460,1894210,QOMO,Qomolangma Acquisition Corp.
5461,717806,FUSB,"First Us Bancshares, Inc."
5462,1710495,PNXP,Pineapple Express Cannabis Co
5463,898171,UWHR,Uwharrie Capital Corp
5464,1337090,SPAZF,Spanish Mountain Gold Ltd.
5465,1857086,DMAQ,Deep Medicine Acquisition Corp.
5466,1506928,AVGR,Avinger Inc
5467,1310630,CFOO,China Foods Holdings Ltd.
5468,1903392,CLRC,Climaterock
5469,1061164,PGID,Peregrine Industries Inc
5470,1909417,SLNA,Selina Hospitality Plc
5471,1524769,CHKR,Chesapeake Granite Wash Trust
5472,1715925,IPA,Immunoprecise Antibodies Ltd.
5473,25895,CRWS,Crown Crafts Inc
5474,1883983,VSAC,Vision Sensing Acquisition Corp.
5475,1621906,WSTRF,Western Uranium & Vanadium Corp.
5476,1769624,AGBA,Agba Group Holding Ltd.
5477,1407973,SONX,"Sonendo, Inc."
5478,1357874,DTIL,Precision Biosciences Inc
5479,1721484,LGVN,Longeveron Inc.
5480,1671284,BHG,Bright Health Group Inc.
5481,1101396,DLA,"Delta Apparel, Inc"
5482,1849296,OKYO,Okyo Pharma Ltd
5483,1275101,BOTJ,Bank Of The James Financial Group Inc
5484,1865468,KACL,Kairous Acquisition Corp. Ltd
5485,1881592,NSTS,"Nsts Bancorp, Inc."
5486,1607962,RWLK,Rewalk Robotics Ltd.
5487,1396502,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund
5488,719733,KTCC,Key Tronic Corp
5489,707605,ASRV,Ameriserv Financial Inc /Pa/
5490,1864531,DHAC,Digital Health Acquisition Corp.
5491,1821866,BTQQF,Sonora Gold & Silver Corp.
5492,1732409,BCHG,Grayscale Bitcoin Cash Trust (Bch)
5493,1888151,BCAN,Bynd Cannasoft Enterprises Inc.
5494,1897245,ACAX,Alset Capital Acquisition Corp.
5495,1817640,BREZ,Breeze Holdings Acquisition Corp.
5496,810332,MESA,Mesa Air Group Inc
5497,1320854,RAIL,"Freightcar America, Inc."
5498,1930179,ARBB,Arb Iot Group Ltd
5499,754811,GROW,U S Global Investors Inc
5500,1709505,BEST,Best Inc.
5501,1514743,IROQ,"If Bancorp, Inc."
5502,1659494,COE,51Talk Online Education Group
5503,1835022,COYA,"Coya Therapeutics, Inc."
